image_path,text_clean,label,label_encoded
waste_dataset/plastic/000143.jpg,plastic waste item for recycling,plastic,4
waste_dataset/metal/000405.jpg,used tin can discarded as waste,metal,2
waste_dataset/trash/000173.jpg,mixed garbage non recyclable material,trash,5
waste_dataset/trash/000196.jpg,mixed waste garbage object found,trash,5
waste_dataset/glass/000015.jpg,glass jar or bottle thrown away,glass,1
waste_dataset/metal/000316.jpg,used tin can discarded as waste,metal,2
waste_dataset/metal/000109.jpg,used tin can discarded as waste,metal,2
waste_dataset/plastic/000200.jpg,discarded plastic material waste item,plastic,4
waste_dataset/paper/000070.jpg,a crumpled piece of paper waste,paper,3
waste_dataset/glass/000026.jpg,broken glass item for recycling,glass,1
waste_dataset/metal/000099.jpg,old metal container waste material,metal,2
waste_dataset/plastic/000373.jpg,plastic bag found in garbage waste,plastic,4
waste_dataset/plastic/000350.jpg,plastic waste item for recycling,plastic,4
waste_dataset/plastic/000367.jpg,plastic waste item for recycling,plastic,4
waste_dataset/cardboard/000083.jpg,corrugated cardboard waste object found,cardboard,0
waste_dataset/cardboard/000297.jpg,recycled cardboard box material waste,cardboard,0
waste_dataset/glass/000020.jpg,clear glass waste material in trash,glass,1
waste_dataset/plastic/000332.jpg,discarded plastic material waste item,plastic,4
waste_dataset/cardboard/000147.jpg,a flattened cardboard box in trash,cardboard,0
waste_dataset/metal/000246.jpg,old metal container waste material,metal,2
waste_dataset/cardboard/000181.jpg,brown cardboard packaging waste material,cardboard,0
waste_dataset/cardboard/000113.jpg,a flattened cardboard box in trash,cardboard,0
waste_dataset/cardboard/000363.jpg,corrugated cardboard waste object found,cardboard,0
waste_dataset/plastic/000256.jpg,a plastic bottle in garbage bin,plastic,4
waste_dataset/cardboard/000392.jpg,a flattened cardboard box in trash,cardboard,0
waste_dataset/plastic/000096.jpg,used plastic container discarded waste,plastic,4
waste_dataset/plastic/000282.jpg,a plastic bottle in garbage bin,plastic,4
waste_dataset/trash/000094.jpg,household garbage thrown away,trash,5
waste_dataset/cardboard/000158.jpg,cardboard material discarded in bin,cardboard,0
waste_dataset/metal/000123.jpg,used tin can discarded as waste,metal,2
waste_dataset/trash/000291.jpg,general trash item discarded,trash,5
waste_dataset/plastic/000136.jpg,a plastic bottle in garbage bin,plastic,4
waste_dataset/paper/000302.jpg,a crumpled piece of paper waste,paper,3
waste_dataset/metal/000060.jpg,a crushed metal can in trash,metal,2
waste_dataset/glass/000314.jpg,empty glass bottle discarded waste,glass,1
waste_dataset/paper/000008.jpg,recycled paper material waste object,paper,3
waste_dataset/trash/000284.jpg,general household waste item found,trash,5
waste_dataset/trash/000304.jpg,mixed garbage non recyclable material,trash,5
waste_dataset/cardboard/000060.jpg,corrugated cardboard waste object found,cardboard,0
waste_dataset/metal/000013.jpg,metal container for recycling bin,metal,2
waste_dataset/metal/000188.jpg,used tin can discarded as waste,metal,2
waste_dataset/cardboard/000099.jpg,old cardboard packaging garbage item,cardboard,0
waste_dataset/metal/000101.jpg,empty metal can thrown away,metal,2
waste_dataset/glass/000219.jpg,empty glass bottle discarded waste,glass,1
waste_dataset/glass/000377.jpg,clear glass waste material in trash,glass,1
waste_dataset/glass/000049.jpg,glass container discarded as garbage,glass,1
waste_dataset/trash/000364.jpg,mixed garbage non recyclable material,trash,5
waste_dataset/cardboard/000375.jpg,a flattened cardboard box in trash,cardboard,0
waste_dataset/trash/000298.jpg,general trash item discarded,trash,5
waste_dataset/glass/000334.jpg,recycled glass waste object found,glass,1
waste_dataset/cardboard/000372.jpg,empty cardboard box thrown away,cardboard,0
waste_dataset/glass/000372.jpg,broken glass item for recycling,glass,1
waste_dataset/trash/000288.jpg,general household waste item found,trash,5
waste_dataset/metal/000270.jpg,metal container for recycling bin,metal,2
waste_dataset/plastic/000327.jpg,plastic waste recycling object found,plastic,4
waste_dataset/trash/000229.jpg,general trash item discarded,trash,5
waste_dataset/trash/000343.jpg,household garbage thrown away,trash,5
waste_dataset/glass/000321.jpg,recycled glass waste object found,glass,1
waste_dataset/paper/000031.jpg,white paper material discarded waste,paper,3
waste_dataset/plastic/000258.jpg,plastic waste item for recycling,plastic,4
waste_dataset/metal/000204.jpg,steel or aluminum waste object,metal,2
waste_dataset/glass/000073.jpg,recycled glass waste object found,glass,1
waste_dataset/trash/000296.jpg,random waste item in trash bin,trash,5
waste_dataset/glass/000360.jpg,clear glass waste material in trash,glass,1
waste_dataset/plastic/000060.jpg,discarded plastic material waste item,plastic,4
waste_dataset/metal/000147.jpg,steel or aluminum waste object,metal,2
waste_dataset/paper/000294.jpg,paper sheet thrown in recycling bin,paper,3
waste_dataset/metal/000007.jpg,empty metal can thrown away,metal,2
waste_dataset/plastic/000207.jpg,plastic bag found in garbage waste,plastic,4
waste_dataset/paper/000349.jpg,paper sheet thrown in recycling bin,paper,3
waste_dataset/plastic/000301.jpg,discarded plastic material waste item,plastic,4
waste_dataset/cardboard/000244.jpg,corrugated cardboard waste object found,cardboard,0
waste_dataset/glass/000356.jpg,shattered glass piece in garbage bin,glass,1
waste_dataset/paper/000068.jpg,old paper document thrown away,paper,3
waste_dataset/paper/000408.jpg,paper sheet thrown in recycling bin,paper,3
waste_dataset/trash/000255.jpg,general waste material discarded,trash,5
waste_dataset/metal/000216.jpg,empty metal can thrown away,metal,2
waste_dataset/paper/000405.jpg,used newspaper or paper in trash bin,paper,3
waste_dataset/metal/000152.jpg,used tin can discarded as waste,metal,2
waste_dataset/trash/000275.jpg,household garbage thrown away,trash,5
waste_dataset/metal/000156.jpg,metal container for recycling bin,metal,2
waste_dataset/paper/000097.jpg,used newspaper or paper in trash bin,paper,3
waste_dataset/paper/000319.jpg,torn paper piece in waste bin,paper,3
waste_dataset/trash/000015.jpg,mixed waste garbage object found,trash,5
waste_dataset/paper/000223.jpg,paper sheet thrown in recycling bin,paper,3
waste_dataset/plastic/000193.jpg,plastic waste item for recycling,plastic,4
waste_dataset/paper/000249.jpg,old paper document thrown away,paper,3
waste_dataset/paper/000114.jpg,white paper material discarded waste,paper,3
waste_dataset/cardboard/000137.jpg,used cardboard carton for recycling,cardboard,0
waste_dataset/metal/000313.jpg,aluminum or steel waste item found,metal,2
waste_dataset/plastic/000056.jpg,plastic packaging thrown in trash bin,plastic,4
waste_dataset/cardboard/000429.jpg,corrugated cardboard waste object found,cardboard,0
waste_dataset/trash/000021.jpg,mixed garbage non recyclable material,trash,5
waste_dataset/plastic/000360.jpg,discarded plastic material waste item,plastic,4
waste_dataset/glass/000120.jpg,glass container discarded as garbage,glass,1
waste_dataset/glass/000194.jpg,recycled glass waste object found,glass,1
waste_dataset/trash/000079.jpg,mixed garbage non recyclable material,trash,5
waste_dataset/paper/000103.jpg,torn paper piece in waste bin,paper,3
waste_dataset/paper/000158.jpg,torn paper piece in waste bin,paper,3
waste_dataset/cardboard/000176.jpg,empty cardboard box thrown away,cardboard,0
waste_dataset/metal/000369.jpg,recycled metal can garbage item found,metal,2
waste_dataset/metal/000247.jpg,recycled metal can garbage item found,metal,2
waste_dataset/metal/000029.jpg,metal container for recycling bin,metal,2
waste_dataset/paper/000184.jpg,white paper material discarded waste,paper,3
waste_dataset/metal/000154.jpg,empty metal can thrown away,metal,2
waste_dataset/cardboard/000159.jpg,a flattened cardboard box in trash,cardboard,0
waste_dataset/metal/000106.jpg,steel or aluminum waste object,metal,2
waste_dataset/cardboard/000367.jpg,old cardboard packaging garbage item,cardboard,0
waste_dataset/glass/000097.jpg,recycled glass waste object found,glass,1
waste_dataset/metal/000160.jpg,empty metal can thrown away,metal,2
waste_dataset/glass/000157.jpg,empty glass bottle discarded waste,glass,1
waste_dataset/paper/000255.jpg,paper sheet thrown in recycling bin,paper,3
waste_dataset/plastic/000111.jpg,discarded plastic material waste item,plastic,4
waste_dataset/cardboard/000227.jpg,used cardboard carton for recycling,cardboard,0
waste_dataset/plastic/000071.jpg,plastic waste item for recycling,plastic,4
waste_dataset/plastic/000217.jpg,plastic packaging thrown in trash bin,plastic,4
waste_dataset/plastic/000359.jpg,plastic waste item for recycling,plastic,4
waste_dataset/paper/000372.jpg,paper sheet thrown in recycling bin,paper,3
waste_dataset/paper/000208.jpg,recycled paper material waste object,paper,3
waste_dataset/trash/000008.jpg,household garbage thrown away,trash,5
waste_dataset/paper/000155.jpg,white paper material discarded waste,paper,3
waste_dataset/cardboard/000308.jpg,recycled cardboard box material waste,cardboard,0
waste_dataset/plastic/000123.jpg,plastic waste recycling object found,plastic,4
waste_dataset/plastic/000012.jpg,a plastic bottle in garbage bin,plastic,4
waste_dataset/metal/000082.jpg,steel or aluminum waste object,metal,2
waste_dataset/cardboard/000301.jpg,old cardboard packaging garbage item,cardboard,0
waste_dataset/metal/000312.jpg,used tin can discarded as waste,metal,2
waste_dataset/glass/000008.jpg,broken glass item for recycling,glass,1
waste_dataset/paper/000098.jpg,torn paper piece in waste bin,paper,3
waste_dataset/trash/000261.jpg,mixed garbage non recyclable material,trash,5
waste_dataset/plastic/000141.jpg,plastic packaging thrown in trash bin,plastic,4
waste_dataset/cardboard/000198.jpg,old cardboard packaging garbage item,cardboard,0
waste_dataset/metal/000051.jpg,a crushed metal can in trash,metal,2
waste_dataset/trash/000329.jpg,non recyclable waste object in bin,trash,5
waste_dataset/glass/000245.jpg,glass jar or bottle thrown away,glass,1
waste_dataset/plastic/000295.jpg,plastic bag found in garbage waste,plastic,4
waste_dataset/glass/000355.jpg,clear glass waste material in trash,glass,1
waste_dataset/metal/000397.jpg,steel or aluminum waste object,metal,2
waste_dataset/trash/000377.jpg,mixed garbage non recyclable material,trash,5
waste_dataset/metal/000274.jpg,a crushed metal can in trash,metal,2
waste_dataset/paper/000001.jpg,white paper material discarded waste,paper,3
waste_dataset/metal/000409.jpg,aluminum or steel waste item found,metal,2
waste_dataset/paper/000357.jpg,a crumpled piece of paper waste,paper,3
waste_dataset/trash/000070.jpg,mixed waste garbage object found,trash,5
waste_dataset/cardboard/000209.jpg,brown cardboard packaging waste material,cardboard,0
waste_dataset/glass/000310.jpg,glass container discarded as garbage,glass,1
waste_dataset/plastic/000315.jpg,a plastic bottle in garbage bin,plastic,4
waste_dataset/trash/000311.jpg,general household waste item found,trash,5
waste_dataset/metal/000277.jpg,old metal container waste material,metal,2
waste_dataset/plastic/000159.jpg,plastic bag found in garbage waste,plastic,4
waste_dataset/paper/000343.jpg,a crumpled piece of paper waste,paper,3
waste_dataset/trash/000202.jpg,non recyclable waste object in bin,trash,5
waste_dataset/glass/000206.jpg,a glass bottle found in waste bin,glass,1
waste_dataset/paper/000135.jpg,a crumpled piece of paper waste,paper,3
waste_dataset/paper/000072.jpg,torn paper piece in waste bin,paper,3
waste_dataset/glass/000324.jpg,recycled glass waste object found,glass,1
waste_dataset/cardboard/000188.jpg,cardboard material discarded in bin,cardboard,0
waste_dataset/paper/000263.jpg,paper sheet thrown in recycling bin,paper,3
waste_dataset/cardboard/000112.jpg,cardboard material discarded in bin,cardboard,0
waste_dataset/metal/000086.jpg,aluminum or steel waste item found,metal,2
waste_dataset/plastic/000082.jpg,plastic waste item for recycling,plastic,4
waste_dataset/cardboard/000228.jpg,brown cardboard packaging waste material,cardboard,0
waste_dataset/cardboard/000117.jpg,brown cardboard packaging waste material,cardboard,0
waste_dataset/metal/000255.jpg,steel or aluminum waste object,metal,2
waste_dataset/cardboard/000229.jpg,a flattened cardboard box in trash,cardboard,0
waste_dataset/glass/000179.jpg,glass jar or bottle thrown away,glass,1
waste_dataset/glass/000327.jpg,empty glass bottle discarded waste,glass,1
waste_dataset/glass/000181.jpg,shattered glass piece in garbage bin,glass,1
waste_dataset/trash/000214.jpg,general trash item discarded,trash,5
waste_dataset/cardboard/000043.jpg,a flattened cardboard box in trash,cardboard,0
waste_dataset/metal/000418.jpg,empty metal can thrown away,metal,2
waste_dataset/plastic/000019.jpg,plastic packaging thrown in trash bin,plastic,4
waste_dataset/paper/000242.jpg,torn paper piece in waste bin,paper,3
waste_dataset/trash/000400.jpg,household garbage thrown away,trash,5
waste_dataset/trash/000366.jpg,mixed waste garbage object found,trash,5
waste_dataset/cardboard/000379.jpg,corrugated cardboard waste object found,cardboard,0
waste_dataset/metal/000084.jpg,old metal container waste material,metal,2
waste_dataset/cardboard/000292.jpg,recycled cardboard box material waste,cardboard,0
waste_dataset/glass/000350.jpg,glass jar or bottle thrown away,glass,1
waste_dataset/plastic/000045.jpg,used plastic container discarded waste,plastic,4
waste_dataset/glass/000364.jpg,empty glass bottle discarded waste,glass,1
waste_dataset/plastic/000191.jpg,used plastic container discarded waste,plastic,4
waste_dataset/cardboard/000316.jpg,cardboard material discarded in bin,cardboard,0
waste_dataset/metal/000337.jpg,a crushed metal can in trash,metal,2
waste_dataset/cardboard/000217.jpg,old cardboard packaging garbage item,cardboard,0
waste_dataset/paper/000141.jpg,recycled paper material waste object,paper,3
waste_dataset/plastic/000321.jpg,discarded plastic material waste item,plastic,4
waste_dataset/paper/000241.jpg,white paper material discarded waste,paper,3
waste_dataset/trash/000317.jpg,general household waste item found,trash,5
waste_dataset/trash/000402.jpg,random waste item in trash bin,trash,5
waste_dataset/trash/000406.jpg,general household waste item found,trash,5
waste_dataset/cardboard/000275.jpg,corrugated cardboard waste object found,cardboard,0
waste_dataset/plastic/000199.jpg,used plastic container discarded waste,plastic,4
waste_dataset/metal/000365.jpg,recycled metal can garbage item found,metal,2
waste_dataset/glass/000216.jpg,a glass bottle found in waste bin,glass,1
waste_dataset/paper/000356.jpg,paper sheet thrown in recycling bin,paper,3
waste_dataset/paper/000192.jpg,paper waste item found in garbage,paper,3
waste_dataset/glass/000037.jpg,a glass bottle found in waste bin,glass,1
waste_dataset/plastic/000104.jpg,used plastic container discarded waste,plastic,4
waste_dataset/plastic/000165.jpg,plastic waste recycling object found,plastic,4
waste_dataset/plastic/000304.jpg,plastic bag found in garbage waste,plastic,4
waste_dataset/paper/000121.jpg,white paper material discarded waste,paper,3
waste_dataset/plastic/000203.jpg,plastic bag found in garbage waste,plastic,4
waste_dataset/metal/000280.jpg,steel or aluminum waste object,metal,2
waste_dataset/metal/000107.jpg,a crushed metal can in trash,metal,2
waste_dataset/paper/000415.jpg,recycled paper material waste object,paper,3
waste_dataset/glass/000145.jpg,recycled glass waste object found,glass,1
waste_dataset/glass/000174.jpg,glass jar or bottle thrown away,glass,1
waste_dataset/paper/000178.jpg,paper waste item found in garbage,paper,3
waste_dataset/trash/000129.jpg,mixed waste garbage object found,trash,5
waste_dataset/cardboard/000362.jpg,used cardboard carton for recycling,cardboard,0
waste_dataset/glass/000149.jpg,clear glass waste material in trash,glass,1
waste_dataset/cardboard/000286.jpg,corrugated cardboard waste object found,cardboard,0
waste_dataset/cardboard/000023.jpg,recycled cardboard box material waste,cardboard,0
waste_dataset/trash/000170.jpg,non recyclable waste object in bin,trash,5
waste_dataset/paper/000189.jpg,white paper material discarded waste,paper,3
waste_dataset/paper/000198.jpg,paper waste item found in garbage,paper,3
waste_dataset/plastic/000112.jpg,empty plastic bottle waste object,plastic,4
waste_dataset/trash/000265.jpg,non recyclable waste object in bin,trash,5
waste_dataset/cardboard/000087.jpg,brown cardboard packaging waste material,cardboard,0
waste_dataset/glass/000141.jpg,a glass bottle found in waste bin,glass,1
waste_dataset/metal/000292.jpg,aluminum or steel waste item found,metal,2
waste_dataset/plastic/000204.jpg,plastic bag found in garbage waste,plastic,4
waste_dataset/plastic/000305.jpg,used plastic container discarded waste,plastic,4
waste_dataset/trash/000114.jpg,mixed garbage non recyclable material,trash,5
waste_dataset/metal/000414.jpg,used tin can discarded as waste,metal,2
waste_dataset/plastic/000348.jpg,plastic waste recycling object found,plastic,4
waste_dataset/metal/000360.jpg,metal container for recycling bin,metal,2
waste_dataset/metal/000410.jpg,metal container for recycling bin,metal,2
waste_dataset/glass/000233.jpg,glass container discarded as garbage,glass,1
waste_dataset/metal/000190.jpg,old metal container waste material,metal,2
waste_dataset/plastic/000317.jpg,plastic packaging thrown in trash bin,plastic,4
waste_dataset/cardboard/000026.jpg,a flattened cardboard box in trash,cardboard,0
waste_dataset/metal/000134.jpg,empty metal can thrown away,metal,2
waste_dataset/metal/000267.jpg,used tin can discarded as waste,metal,2
waste_dataset/plastic/000250.jpg,plastic packaging thrown in trash bin,plastic,4
waste_dataset/metal/000145.jpg,steel or aluminum waste object,metal,2
waste_dataset/paper/000025.jpg,a crumpled piece of paper waste,paper,3
waste_dataset/metal/000210.jpg,used tin can discarded as waste,metal,2
waste_dataset/paper/000186.jpg,a crumpled piece of paper waste,paper,3
waste_dataset/trash/000244.jpg,general waste material discarded,trash,5
waste_dataset/plastic/000251.jpg,discarded plastic material waste item,plastic,4
waste_dataset/glass/000244.jpg,glass jar or bottle thrown away,glass,1
waste_dataset/trash/000199.jpg,household garbage thrown away,trash,5
waste_dataset/cardboard/000175.jpg,used cardboard carton for recycling,cardboard,0
waste_dataset/plastic/000085.jpg,plastic waste recycling object found,plastic,4
waste_dataset/glass/000354.jpg,a glass bottle found in waste bin,glass,1
waste_dataset/glass/000373.jpg,empty glass bottle discarded waste,glass,1
waste_dataset/metal/000387.jpg,aluminum or steel waste item found,metal,2
waste_dataset/glass/000294.jpg,clear glass waste material in trash,glass,1
waste_dataset/paper/000381.jpg,white paper material discarded waste,paper,3
waste_dataset/plastic/000338.jpg,plastic packaging thrown in trash bin,plastic,4
waste_dataset/trash/000237.jpg,general trash item discarded,trash,5
waste_dataset/paper/000123.jpg,torn paper piece in waste bin,paper,3
waste_dataset/glass/000203.jpg,shattered glass piece in garbage bin,glass,1
waste_dataset/trash/000238.jpg,general household waste item found,trash,5
waste_dataset/trash/000341.jpg,random waste item in trash bin,trash,5
waste_dataset/trash/000303.jpg,non recyclable waste object in bin,trash,5
waste_dataset/metal/000016.jpg,old metal container waste material,metal,2
waste_dataset/plastic/000290.jpg,a plastic bottle in garbage bin,plastic,4
waste_dataset/plastic/000177.jpg,plastic packaging thrown in trash bin,plastic,4
waste_dataset/paper/000167.jpg,white paper material discarded waste,paper,3
waste_dataset/metal/000265.jpg,a crushed metal can in trash,metal,2
waste_dataset/cardboard/000398.jpg,a flattened cardboard box in trash,cardboard,0
waste_dataset/paper/000225.jpg,paper waste item found in garbage,paper,3
waste_dataset/metal/000367.jpg,empty metal can thrown away,metal,2
waste_dataset/cardboard/000052.jpg,empty cardboard box thrown away,cardboard,0
waste_dataset/trash/000073.jpg,general trash item discarded,trash,5
waste_dataset/metal/000203.jpg,recycled metal can garbage item found,metal,2
waste_dataset/metal/000148.jpg,used tin can discarded as waste,metal,2
waste_dataset/plastic/000011.jpg,a plastic bottle in garbage bin,plastic,4
waste_dataset/glass/000137.jpg,recycled glass waste object found,glass,1
waste_dataset/glass/000333.jpg,broken glass item for recycling,glass,1
waste_dataset/plastic/000274.jpg,empty plastic bottle waste object,plastic,4
waste_dataset/metal/000352.jpg,a crushed metal can in trash,metal,2
waste_dataset/trash/000372.jpg,household garbage thrown away,trash,5
waste_dataset/metal/000197.jpg,old metal container waste material,metal,2
waste_dataset/cardboard/000129.jpg,corrugated cardboard waste object found,cardboard,0
waste_dataset/trash/000208.jpg,non recyclable waste object in bin,trash,5
waste_dataset/trash/000056.jpg,mixed garbage non recyclable material,trash,5
waste_dataset/cardboard/000018.jpg,cardboard material discarded in bin,cardboard,0
waste_dataset/glass/000223.jpg,glass container discarded as garbage,glass,1
waste_dataset/trash/000061.jpg,household garbage thrown away,trash,5
waste_dataset/paper/000338.jpg,white paper material discarded waste,paper,3
waste_dataset/metal/000421.jpg,metal container for recycling bin,metal,2
waste_dataset/glass/000317.jpg,glass container discarded as garbage,glass,1
waste_dataset/plastic/000320.jpg,discarded plastic material waste item,plastic,4
waste_dataset/trash/000253.jpg,household garbage thrown away,trash,5
waste_dataset/paper/000215.jpg,a crumpled piece of paper waste,paper,3
waste_dataset/cardboard/000277.jpg,used cardboard carton for recycling,cardboard,0
waste_dataset/paper/000335.jpg,used newspaper or paper in trash bin,paper,3
waste_dataset/metal/000059.jpg,recycled metal can garbage item found,metal,2
waste_dataset/metal/000314.jpg,a crushed metal can in trash,metal,2
waste_dataset/plastic/000328.jpg,plastic waste item for recycling,plastic,4
waste_dataset/glass/000154.jpg,clear glass waste material in trash,glass,1
waste_dataset/cardboard/000222.jpg,empty cardboard box thrown away,cardboard,0
waste_dataset/plastic/000189.jpg,plastic bag found in garbage waste,plastic,4
waste_dataset/glass/000102.jpg,a glass bottle found in waste bin,glass,1
waste_dataset/paper/000363.jpg,used newspaper or paper in trash bin,paper,3
waste_dataset/trash/000352.jpg,general household waste item found,trash,5
waste_dataset/trash/000183.jpg,household garbage thrown away,trash,5
waste_dataset/metal/000003.jpg,aluminum or steel waste item found,metal,2
waste_dataset/paper/000325.jpg,paper waste item found in garbage,paper,3
waste_dataset/metal/000215.jpg,recycled metal can garbage item found,metal,2
waste_dataset/metal/000373.jpg,used tin can discarded as waste,metal,2
waste_dataset/paper/000042.jpg,a crumpled piece of paper waste,paper,3
waste_dataset/plastic/000308.jpg,a plastic bottle in garbage bin,plastic,4
waste_dataset/metal/000393.jpg,old metal container waste material,metal,2
waste_dataset/paper/000271.jpg,paper sheet thrown in recycling bin,paper,3
waste_dataset/paper/000131.jpg,used newspaper or paper in trash bin,paper,3
waste_dataset/cardboard/000015.jpg,used cardboard carton for recycling,cardboard,0
waste_dataset/metal/000094.jpg,used tin can discarded as waste,metal,2
waste_dataset/paper/000344.jpg,torn paper piece in waste bin,paper,3
waste_dataset/trash/000399.jpg,household garbage thrown away,trash,5
waste_dataset/glass/000205.jpg,a glass bottle found in waste bin,glass,1
waste_dataset/metal/000295.jpg,recycled metal can garbage item found,metal,2
waste_dataset/trash/000413.jpg,random waste item in trash bin,trash,5
waste_dataset/plastic/000158.jpg,plastic waste recycling object found,plastic,4
waste_dataset/trash/000220.jpg,random waste item in trash bin,trash,5
waste_dataset/cardboard/000180.jpg,used cardboard carton for recycling,cardboard,0
waste_dataset/paper/000156.jpg,old paper document thrown away,paper,3
waste_dataset/glass/000209.jpg,a glass bottle found in waste bin,glass,1
waste_dataset/cardboard/000207.jpg,corrugated cardboard waste object found,cardboard,0
waste_dataset/trash/000151.jpg,mixed waste garbage object found,trash,5
waste_dataset/glass/000004.jpg,recycled glass waste object found,glass,1
