image_path,text_description,label,filename,class_folder,text_word_count,text_char_count,text_unique_words,text_clean,text_stemmed,label_encoded,label_cardboard,label_glass,label_metal,label_paper,label_plastic,label_trash
waste_dataset/plastic/000260.jpg,discarded plastic material waste item,plastic,000260.jpg,plastic,5,37,5,discarded plastic material waste item,discard plastic materi wast item,4,0,0,0,0,1,0
waste_dataset/paper/000369.jpg,used newspaper or paper in trash bin,paper,000369.jpg,paper,7,36,7,used newspaper paper trash bin,use newspap paper trash bin,3,0,0,0,1,0,0
waste_dataset/metal/000235.jpg,old metal container waste material,metal,000235.jpg,metal,5,34,5,old metal container waste material,old metal contain wast materi,2,0,0,1,0,0,0
waste_dataset/paper/000311.jpg,paper waste item found in garbage,paper,000311.jpg,paper,6,33,6,paper waste item found garbage,paper wast item found garbag,3,0,0,0,1,0,0
waste_dataset/metal/000069.jpg,recycled metal can garbage item found,metal,000069.jpg,metal,6,37,6,recycled metal garbage item found,recycl metal garbag item found,2,0,0,1,0,0,0
waste_dataset/glass/000185.jpg,broken glass item for recycling,glass,000185.jpg,glass,5,31,5,broken glass item recycling,broken glass item recycl,1,0,1,0,0,0,0
waste_dataset/plastic/000338.jpg,plastic packaging thrown in trash bin,plastic,000338.jpg,plastic,6,37,6,plastic packaging thrown trash bin,plastic packag thrown trash bin,4,0,0,0,0,1,0
waste_dataset/metal/000124.jpg,metal container for recycling bin,metal,000124.jpg,metal,5,33,5,metal container recycling bin,metal contain recycl bin,2,0,0,1,0,0,0
waste_dataset/plastic/000359.jpg,plastic waste item for recycling,plastic,000359.jpg,plastic,5,32,5,plastic waste item recycling,plastic wast item recycl,4,0,0,0,0,1,0
waste_dataset/paper/000356.jpg,paper sheet thrown in recycling bin,paper,000356.jpg,paper,6,35,6,paper sheet thrown recycling bin,paper sheet thrown recycl bin,3,0,0,0,1,0,0
waste_dataset/trash/000090.jpg,general waste material discarded,trash,000090.jpg,trash,4,32,4,general waste material discarded,gener wast materi discard,5,0,0,0,0,0,1
waste_dataset/metal/000028.jpg,used tin can discarded as waste,metal,000028.jpg,metal,6,31,6,used tin discarded waste,use tin discard wast,2,0,0,1,0,0,0
waste_dataset/glass/000043.jpg,recycled glass waste object found,glass,000043.jpg,glass,5,33,5,recycled glass waste object found,recycl glass wast object found,1,0,1,0,0,0,0
waste_dataset/metal/000336.jpg,aluminum or steel waste item found,metal,000336.jpg,metal,6,34,6,aluminum steel waste item found,aluminum steel wast item found,2,0,0,1,0,0,0
waste_dataset/cardboard/000057.jpg,recycled cardboard box material waste,cardboard,000057.jpg,cardboard,5,37,5,recycled cardboard box material waste,recycl cardboard box materi wast,0,1,0,0,0,0,0
waste_dataset/paper/000186.jpg,a crumpled piece of paper waste,paper,000186.jpg,paper,6,31,6,crumpled piece paper waste,crumpl piec paper wast,3,0,0,0,1,0,0
waste_dataset/paper/000341.jpg,torn paper piece in waste bin,paper,000341.jpg,paper,6,29,6,torn paper piece waste bin,torn paper piec wast bin,3,0,0,0,1,0,0
waste_dataset/glass/000054.jpg,a glass bottle found in waste bin,glass,000054.jpg,glass,7,33,7,glass bottle found waste bin,glass bottl found wast bin,1,0,1,0,0,0,0
waste_dataset/metal/000332.jpg,a crushed metal can in trash,metal,000332.jpg,metal,6,28,6,crushed metal trash,crush metal trash,2,0,0,1,0,0,0
waste_dataset/plastic/000062.jpg,plastic waste item for recycling,plastic,000062.jpg,plastic,5,32,5,plastic waste item recycling,plastic wast item recycl,4,0,0,0,0,1,0
waste_dataset/cardboard/000045.jpg,used cardboard carton for recycling,cardboard,000045.jpg,cardboard,5,35,5,used cardboard carton recycling,use cardboard carton recycl,0,1,0,0,0,0,0
waste_dataset/metal/000251.jpg,a crushed metal can in trash,metal,000251.jpg,metal,6,28,6,crushed metal trash,crush metal trash,2,0,0,1,0,0,0
waste_dataset/paper/000358.jpg,recycled paper material waste object,paper,000358.jpg,paper,5,36,5,recycled paper material waste object,recycl paper materi wast object,3,0,0,0,1,0,0
waste_dataset/paper/000267.jpg,white paper material discarded waste,paper,000267.jpg,paper,5,36,5,white paper material discarded waste,white paper materi discard wast,3,0,0,0,1,0,0
waste_dataset/trash/000013.jpg,general trash item discarded,trash,000013.jpg,trash,4,28,4,general trash item discarded,gener trash item discard,5,0,0,0,0,0,1
waste_dataset/paper/000291.jpg,white paper material discarded waste,paper,000291.jpg,paper,5,36,5,white paper material discarded waste,white paper materi discard wast,3,0,0,0,1,0,0
waste_dataset/glass/000192.jpg,clear glass waste material in trash,glass,000192.jpg,glass,6,35,6,clear glass waste material trash,clear glass wast materi trash,1,0,1,0,0,0,0
waste_dataset/metal/000131.jpg,metal container for recycling bin,metal,000131.jpg,metal,5,33,5,metal container recycling bin,metal contain recycl bin,2,0,0,1,0,0,0
waste_dataset/trash/000311.jpg,general household waste item found,trash,000311.jpg,trash,5,34,5,general household waste item found,gener household wast item found,5,0,0,0,0,0,1
waste_dataset/paper/000194.jpg,torn paper piece in waste bin,paper,000194.jpg,paper,6,29,6,torn paper piece waste bin,torn paper piec wast bin,3,0,0,0,1,0,0
waste_dataset/cardboard/000044.jpg,cardboard material discarded in bin,cardboard,000044.jpg,cardboard,5,35,5,cardboard material discarded bin,cardboard materi discard bin,0,1,0,0,0,0,0
waste_dataset/metal/000285.jpg,old metal container waste material,metal,000285.jpg,metal,5,34,5,old metal container waste material,old metal contain wast materi,2,0,0,1,0,0,0
waste_dataset/metal/000018.jpg,old metal container waste material,metal,000018.jpg,metal,5,34,5,old metal container waste material,old metal contain wast materi,2,0,0,1,0,0,0
waste_dataset/metal/000106.jpg,steel or aluminum waste object,metal,000106.jpg,metal,5,30,5,steel aluminum waste object,steel aluminum wast object,2,0,0,1,0,0,0
waste_dataset/trash/000242.jpg,general household waste item found,trash,000242.jpg,trash,5,34,5,general household waste item found,gener household wast item found,5,0,0,0,0,0,1
waste_dataset/plastic/000302.jpg,plastic packaging thrown in trash bin,plastic,000302.jpg,plastic,6,37,6,plastic packaging thrown trash bin,plastic packag thrown trash bin,4,0,0,0,0,1,0
waste_dataset/metal/000167.jpg,metal container for recycling bin,metal,000167.jpg,metal,5,33,5,metal container recycling bin,metal contain recycl bin,2,0,0,1,0,0,0
waste_dataset/glass/000314.jpg,empty glass bottle discarded waste,glass,000314.jpg,glass,5,34,5,empty glass bottle discarded waste,empti glass bottl discard wast,1,0,1,0,0,0,0
waste_dataset/glass/000174.jpg,glass jar or bottle thrown away,glass,000174.jpg,glass,6,31,6,glass jar bottle thrown away,glass jar bottl thrown away,1,0,1,0,0,0,0
waste_dataset/cardboard/000219.jpg,a flattened cardboard box in trash,cardboard,000219.jpg,cardboard,6,34,6,flattened cardboard box trash,flatten cardboard box trash,0,1,0,0,0,0,0
waste_dataset/paper/000106.jpg,used newspaper or paper in trash bin,paper,000106.jpg,paper,7,36,7,used newspaper paper trash bin,use newspap paper trash bin,3,0,0,0,1,0,0
waste_dataset/trash/000265.jpg,non recyclable waste object in bin,trash,000265.jpg,trash,6,34,6,non recyclable waste object bin,non recycl wast object bin,5,0,0,0,0,0,1
waste_dataset/plastic/000289.jpg,plastic waste recycling object found,plastic,000289.jpg,plastic,5,36,5,plastic waste recycling object found,plastic wast recycl object found,4,0,0,0,0,1,0
waste_dataset/trash/000282.jpg,general household waste item found,trash,000282.jpg,trash,5,34,5,general household waste item found,gener household wast item found,5,0,0,0,0,0,1
waste_dataset/metal/000163.jpg,steel or aluminum waste object,metal,000163.jpg,metal,5,30,5,steel aluminum waste object,steel aluminum wast object,2,0,0,1,0,0,0
waste_dataset/plastic/000087.jpg,used plastic container discarded waste,plastic,000087.jpg,plastic,5,38,5,used plastic container discarded waste,use plastic contain discard wast,4,0,0,0,0,1,0
waste_dataset/trash/000292.jpg,general household waste item found,trash,000292.jpg,trash,5,34,5,general household waste item found,gener household wast item found,5,0,0,0,0,0,1
waste_dataset/trash/000361.jpg,mixed waste garbage object found,trash,000361.jpg,trash,5,32,5,mixed waste garbage object found,mix wast garbag object found,5,0,0,0,0,0,1
waste_dataset/paper/000108.jpg,paper sheet thrown in recycling bin,paper,000108.jpg,paper,6,35,6,paper sheet thrown recycling bin,paper sheet thrown recycl bin,3,0,0,0,1,0,0
waste_dataset/plastic/000311.jpg,plastic waste recycling object found,plastic,000311.jpg,plastic,5,36,5,plastic waste recycling object found,plastic wast recycl object found,4,0,0,0,0,1,0
waste_dataset/metal/000432.jpg,recycled metal can garbage item found,metal,000432.jpg,metal,6,37,6,recycled metal garbage item found,recycl metal garbag item found,2,0,0,1,0,0,0
waste_dataset/metal/000290.jpg,recycled metal can garbage item found,metal,000290.jpg,metal,6,37,6,recycled metal garbage item found,recycl metal garbag item found,2,0,0,1,0,0,0
waste_dataset/paper/000394.jpg,paper sheet thrown in recycling bin,paper,000394.jpg,paper,6,35,6,paper sheet thrown recycling bin,paper sheet thrown recycl bin,3,0,0,0,1,0,0
waste_dataset/glass/000140.jpg,glass container discarded as garbage,glass,000140.jpg,glass,5,36,5,glass container discarded garbage,glass contain discard garbag,1,0,1,0,0,0,0
waste_dataset/glass/000007.jpg,glass container discarded as garbage,glass,000007.jpg,glass,5,36,5,glass container discarded garbage,glass contain discard garbag,1,0,1,0,0,0,0
waste_dataset/glass/000058.jpg,empty glass bottle discarded waste,glass,000058.jpg,glass,5,34,5,empty glass bottle discarded waste,empti glass bottl discard wast,1,0,1,0,0,0,0
waste_dataset/cardboard/000252.jpg,empty cardboard box thrown away,cardboard,000252.jpg,cardboard,5,31,5,empty cardboard box thrown away,empti cardboard box thrown away,0,1,0,0,0,0,0
waste_dataset/metal/000152.jpg,used tin can discarded as waste,metal,000152.jpg,metal,6,31,6,used tin discarded waste,use tin discard wast,2,0,0,1,0,0,0
waste_dataset/cardboard/000299.jpg,old cardboard packaging garbage item,cardboard,000299.jpg,cardboard,5,36,5,old cardboard packaging garbage item,old cardboard packag garbag item,0,1,0,0,0,0,0
waste_dataset/metal/000375.jpg,a crushed metal can in trash,metal,000375.jpg,metal,6,28,6,crushed metal trash,crush metal trash,2,0,0,1,0,0,0
waste_dataset/plastic/000042.jpg,discarded plastic material waste item,plastic,000042.jpg,plastic,5,37,5,discarded plastic material waste item,discard plastic materi wast item,4,0,0,0,0,1,0
waste_dataset/metal/000409.jpg,aluminum or steel waste item found,metal,000409.jpg,metal,6,34,6,aluminum steel waste item found,aluminum steel wast item found,2,0,0,1,0,0,0
waste_dataset/metal/000275.jpg,empty metal can thrown away,metal,000275.jpg,metal,5,27,5,empty metal thrown away,empti metal thrown away,2,0,0,1,0,0,0
waste_dataset/cardboard/000255.jpg,corrugated cardboard waste object found,cardboard,000255.jpg,cardboard,5,39,5,corrugated cardboard waste object found,corrug cardboard wast object found,0,1,0,0,0,0,0
waste_dataset/trash/000241.jpg,general waste material discarded,trash,000241.jpg,trash,4,32,4,general waste material discarded,gener wast materi discard,5,0,0,0,0,0,1
waste_dataset/trash/000212.jpg,mixed garbage non recyclable material,trash,000212.jpg,trash,5,37,5,mixed garbage non recyclable material,mix garbag non recycl materi,5,0,0,0,0,0,1
waste_dataset/paper/000419.jpg,old paper document thrown away,paper,000419.jpg,paper,5,30,5,old paper document thrown away,old paper document thrown away,3,0,0,0,1,0,0
waste_dataset/cardboard/000354.jpg,used cardboard carton for recycling,cardboard,000354.jpg,cardboard,5,35,5,used cardboard carton recycling,use cardboard carton recycl,0,1,0,0,0,0,0
waste_dataset/cardboard/000135.jpg,used cardboard carton for recycling,cardboard,000135.jpg,cardboard,5,35,5,used cardboard carton recycling,use cardboard carton recycl,0,1,0,0,0,0,0
waste_dataset/glass/000012.jpg,shattered glass piece in garbage bin,glass,000012.jpg,glass,6,36,6,shattered glass piece garbage bin,shatter glass piec garbag bin,1,0,1,0,0,0,0
waste_dataset/cardboard/000212.jpg,brown cardboard packaging waste material,cardboard,000212.jpg,cardboard,5,40,5,brown cardboard packaging waste material,brown cardboard packag wast materi,0,1,0,0,0,0,0
waste_dataset/trash/000383.jpg,general waste material discarded,trash,000383.jpg,trash,4,32,4,general waste material discarded,gener wast materi discard,5,0,0,0,0,0,1
waste_dataset/plastic/000376.jpg,plastic bag found in garbage waste,plastic,000376.jpg,plastic,6,34,6,plastic bag found garbage waste,plastic bag found garbag wast,4,0,0,0,0,1,0
waste_dataset/plastic/000083.jpg,discarded plastic material waste item,plastic,000083.jpg,plastic,5,37,5,discarded plastic material waste item,discard plastic materi wast item,4,0,0,0,0,1,0
waste_dataset/glass/000177.jpg,shattered glass piece in garbage bin,glass,000177.jpg,glass,6,36,6,shattered glass piece garbage bin,shatter glass piec garbag bin,1,0,1,0,0,0,0
waste_dataset/glass/000099.jpg,shattered glass piece in garbage bin,glass,000099.jpg,glass,6,36,6,shattered glass piece garbage bin,shatter glass piec garbag bin,1,0,1,0,0,0,0
waste_dataset/trash/000010.jpg,random waste item in trash bin,trash,000010.jpg,trash,6,30,6,random waste item trash bin,random wast item trash bin,5,0,0,0,0,0,1
waste_dataset/plastic/000143.jpg,plastic waste item for recycling,plastic,000143.jpg,plastic,5,32,5,plastic waste item recycling,plastic wast item recycl,4,0,0,0,0,1,0
waste_dataset/metal/000189.jpg,empty metal can thrown away,metal,000189.jpg,metal,5,27,5,empty metal thrown away,empti metal thrown away,2,0,0,1,0,0,0
waste_dataset/paper/000046.jpg,paper waste item found in garbage,paper,000046.jpg,paper,6,33,6,paper waste item found garbage,paper wast item found garbag,3,0,0,0,1,0,0
waste_dataset/cardboard/000094.jpg,used cardboard carton for recycling,cardboard,000094.jpg,cardboard,5,35,5,used cardboard carton recycling,use cardboard carton recycl,0,1,0,0,0,0,0
waste_dataset/glass/000313.jpg,empty glass bottle discarded waste,glass,000313.jpg,glass,5,34,5,empty glass bottle discarded waste,empti glass bottl discard wast,1,0,1,0,0,0,0
waste_dataset/cardboard/000189.jpg,brown cardboard packaging waste material,cardboard,000189.jpg,cardboard,5,40,5,brown cardboard packaging waste material,brown cardboard packag wast materi,0,1,0,0,0,0,0
waste_dataset/trash/000392.jpg,mixed waste garbage object found,trash,000392.jpg,trash,5,32,5,mixed waste garbage object found,mix wast garbag object found,5,0,0,0,0,0,1
waste_dataset/paper/000328.jpg,paper waste item found in garbage,paper,000328.jpg,paper,6,33,6,paper waste item found garbage,paper wast item found garbag,3,0,0,0,1,0,0
waste_dataset/cardboard/000176.jpg,empty cardboard box thrown away,cardboard,000176.jpg,cardboard,5,31,5,empty cardboard box thrown away,empti cardboard box thrown away,0,1,0,0,0,0,0
waste_dataset/metal/000252.jpg,recycled metal can garbage item found,metal,000252.jpg,metal,6,37,6,recycled metal garbage item found,recycl metal garbag item found,2,0,0,1,0,0,0
waste_dataset/plastic/000270.jpg,plastic waste recycling object found,plastic,000270.jpg,plastic,5,36,5,plastic waste recycling object found,plastic wast recycl object found,4,0,0,0,0,1,0
waste_dataset/trash/000269.jpg,non recyclable waste object in bin,trash,000269.jpg,trash,6,34,6,non recyclable waste object bin,non recycl wast object bin,5,0,0,0,0,0,1
waste_dataset/plastic/000267.jpg,plastic packaging thrown in trash bin,plastic,000267.jpg,plastic,6,37,6,plastic packaging thrown trash bin,plastic packag thrown trash bin,4,0,0,0,0,1,0
waste_dataset/trash/000083.jpg,general household waste item found,trash,000083.jpg,trash,5,34,5,general household waste item found,gener household wast item found,5,0,0,0,0,0,1
waste_dataset/plastic/000252.jpg,plastic bag found in garbage waste,plastic,000252.jpg,plastic,6,34,6,plastic bag found garbage waste,plastic bag found garbag wast,4,0,0,0,0,1,0
waste_dataset/metal/000237.jpg,a crushed metal can in trash,metal,000237.jpg,metal,6,28,6,crushed metal trash,crush metal trash,2,0,0,1,0,0,0
waste_dataset/plastic/000392.jpg,plastic packaging thrown in trash bin,plastic,000392.jpg,plastic,6,37,6,plastic packaging thrown trash bin,plastic packag thrown trash bin,4,0,0,0,0,1,0
waste_dataset/trash/000029.jpg,mixed garbage non recyclable material,trash,000029.jpg,trash,5,37,5,mixed garbage non recyclable material,mix garbag non recycl materi,5,0,0,0,0,0,1
waste_dataset/trash/000185.jpg,random waste item in trash bin,trash,000185.jpg,trash,6,30,6,random waste item trash bin,random wast item trash bin,5,0,0,0,0,0,1
waste_dataset/trash/000200.jpg,general waste material discarded,trash,000200.jpg,trash,4,32,4,general waste material discarded,gener wast materi discard,5,0,0,0,0,0,1
waste_dataset/plastic/000287.jpg,empty plastic bottle waste object,plastic,000287.jpg,plastic,5,33,5,empty plastic bottle waste object,empti plastic bottl wast object,4,0,0,0,0,1,0
waste_dataset/metal/000286.jpg,empty metal can thrown away,metal,000286.jpg,metal,5,27,5,empty metal thrown away,empti metal thrown away,2,0,0,1,0,0,0
waste_dataset/plastic/000015.jpg,plastic packaging thrown in trash bin,plastic,000015.jpg,plastic,6,37,6,plastic packaging thrown trash bin,plastic packag thrown trash bin,4,0,0,0,0,1,0
waste_dataset/trash/000155.jpg,mixed garbage non recyclable material,trash,000155.jpg,trash,5,37,5,mixed garbage non recyclable material,mix garbag non recycl materi,5,0,0,0,0,0,1
waste_dataset/glass/000017.jpg,recycled glass waste object found,glass,000017.jpg,glass,5,33,5,recycled glass waste object found,recycl glass wast object found,1,0,1,0,0,0,0
waste_dataset/paper/000329.jpg,paper sheet thrown in recycling bin,paper,000329.jpg,paper,6,35,6,paper sheet thrown recycling bin,paper sheet thrown recycl bin,3,0,0,0,1,0,0
waste_dataset/glass/000215.jpg,shattered glass piece in garbage bin,glass,000215.jpg,glass,6,36,6,shattered glass piece garbage bin,shatter glass piec garbag bin,1,0,1,0,0,0,0
waste_dataset/plastic/000296.jpg,plastic waste item for recycling,plastic,000296.jpg,plastic,5,32,5,plastic waste item recycling,plastic wast item recycl,4,0,0,0,0,1,0
waste_dataset/metal/000127.jpg,metal container for recycling bin,metal,000127.jpg,metal,5,33,5,metal container recycling bin,metal contain recycl bin,2,0,0,1,0,0,0
waste_dataset/trash/000186.jpg,mixed waste garbage object found,trash,000186.jpg,trash,5,32,5,mixed waste garbage object found,mix wast garbag object found,5,0,0,0,0,0,1
waste_dataset/plastic/000279.jpg,plastic bag found in garbage waste,plastic,000279.jpg,plastic,6,34,6,plastic bag found garbage waste,plastic bag found garbag wast,4,0,0,0,0,1,0
waste_dataset/glass/000079.jpg,glass container discarded as garbage,glass,000079.jpg,glass,5,36,5,glass container discarded garbage,glass contain discard garbag,1,0,1,0,0,0,0
waste_dataset/paper/000095.jpg,old paper document thrown away,paper,000095.jpg,paper,5,30,5,old paper document thrown away,old paper document thrown away,3,0,0,0,1,0,0
waste_dataset/trash/000101.jpg,non recyclable waste object in bin,trash,000101.jpg,trash,6,34,6,non recyclable waste object bin,non recycl wast object bin,5,0,0,0,0,0,1
waste_dataset/paper/000289.jpg,paper waste item found in garbage,paper,000289.jpg,paper,6,33,6,paper waste item found garbage,paper wast item found garbag,3,0,0,0,1,0,0
waste_dataset/plastic/000097.jpg,plastic bag found in garbage waste,plastic,000097.jpg,plastic,6,34,6,plastic bag found garbage waste,plastic bag found garbag wast,4,0,0,0,0,1,0
waste_dataset/trash/000044.jpg,mixed waste garbage object found,trash,000044.jpg,trash,5,32,5,mixed waste garbage object found,mix wast garbag object found,5,0,0,0,0,0,1
waste_dataset/cardboard/000415.jpg,a flattened cardboard box in trash,cardboard,000415.jpg,cardboard,6,34,6,flattened cardboard box trash,flatten cardboard box trash,0,1,0,0,0,0,0
waste_dataset/glass/000381.jpg,a glass bottle found in waste bin,glass,000381.jpg,glass,7,33,7,glass bottle found waste bin,glass bottl found wast bin,1,0,1,0,0,0,0
waste_dataset/trash/000059.jpg,household garbage thrown away,trash,000059.jpg,trash,4,29,4,household garbage thrown away,household garbag thrown away,5,0,0,0,0,0,1
waste_dataset/cardboard/000240.jpg,empty cardboard box thrown away,cardboard,000240.jpg,cardboard,5,31,5,empty cardboard box thrown away,empti cardboard box thrown away,0,1,0,0,0,0,0
waste_dataset/glass/000221.jpg,a glass bottle found in waste bin,glass,000221.jpg,glass,7,33,7,glass bottle found waste bin,glass bottl found wast bin,1,0,1,0,0,0,0
waste_dataset/trash/000285.jpg,general waste material discarded,trash,000285.jpg,trash,4,32,4,general waste material discarded,gener wast materi discard,5,0,0,0,0,0,1
waste_dataset/trash/000257.jpg,household garbage thrown away,trash,000257.jpg,trash,4,29,4,household garbage thrown away,household garbag thrown away,5,0,0,0,0,0,1
waste_dataset/plastic/000206.jpg,empty plastic bottle waste object,plastic,000206.jpg,plastic,5,33,5,empty plastic bottle waste object,empti plastic bottl wast object,4,0,0,0,0,1,0
waste_dataset/paper/000417.jpg,a crumpled piece of paper waste,paper,000417.jpg,paper,6,31,6,crumpled piece paper waste,crumpl piec paper wast,3,0,0,0,1,0,0
waste_dataset/paper/000344.jpg,torn paper piece in waste bin,paper,000344.jpg,paper,6,29,6,torn paper piece waste bin,torn paper piec wast bin,3,0,0,0,1,0,0
waste_dataset/plastic/000068.jpg,plastic waste item for recycling,plastic,000068.jpg,plastic,5,32,5,plastic waste item recycling,plastic wast item recycl,4,0,0,0,0,1,0
waste_dataset/metal/000091.jpg,old metal container waste material,metal,000091.jpg,metal,5,34,5,old metal container waste material,old metal contain wast materi,2,0,0,1,0,0,0
waste_dataset/plastic/000017.jpg,empty plastic bottle waste object,plastic,000017.jpg,plastic,5,33,5,empty plastic bottle waste object,empti plastic bottl wast object,4,0,0,0,0,1,0
waste_dataset/cardboard/000234.jpg,empty cardboard box thrown away,cardboard,000234.jpg,cardboard,5,31,5,empty cardboard box thrown away,empti cardboard box thrown away,0,1,0,0,0,0,0
waste_dataset/trash/000134.jpg,general trash item discarded,trash,000134.jpg,trash,4,28,4,general trash item discarded,gener trash item discard,5,0,0,0,0,0,1
waste_dataset/paper/000081.jpg,torn paper piece in waste bin,paper,000081.jpg,paper,6,29,6,torn paper piece waste bin,torn paper piec wast bin,3,0,0,0,1,0,0
waste_dataset/glass/000277.jpg,empty glass bottle discarded waste,glass,000277.jpg,glass,5,34,5,empty glass bottle discarded waste,empti glass bottl discard wast,1,0,1,0,0,0,0
waste_dataset/cardboard/000174.jpg,cardboard material discarded in bin,cardboard,000174.jpg,cardboard,5,35,5,cardboard material discarded bin,cardboard materi discard bin,0,1,0,0,0,0,0
waste_dataset/cardboard/000355.jpg,old cardboard packaging garbage item,cardboard,000355.jpg,cardboard,5,36,5,old cardboard packaging garbage item,old cardboard packag garbag item,0,1,0,0,0,0,0
waste_dataset/plastic/000170.jpg,a plastic bottle in garbage bin,plastic,000170.jpg,plastic,6,31,6,plastic bottle garbage bin,plastic bottl garbag bin,4,0,0,0,0,1,0
waste_dataset/metal/000299.jpg,used tin can discarded as waste,metal,000299.jpg,metal,6,31,6,used tin discarded waste,use tin discard wast,2,0,0,1,0,0,0
waste_dataset/cardboard/000247.jpg,corrugated cardboard waste object found,cardboard,000247.jpg,cardboard,5,39,5,corrugated cardboard waste object found,corrug cardboard wast object found,0,1,0,0,0,0,0
waste_dataset/glass/000410.jpg,a glass bottle found in waste bin,glass,000410.jpg,glass,7,33,7,glass bottle found waste bin,glass bottl found wast bin,1,0,1,0,0,0,0
waste_dataset/glass/000090.jpg,empty glass bottle discarded waste,glass,000090.jpg,glass,5,34,5,empty glass bottle discarded waste,empti glass bottl discard wast,1,0,1,0,0,0,0
waste_dataset/cardboard/000283.jpg,old cardboard packaging garbage item,cardboard,000283.jpg,cardboard,5,36,5,old cardboard packaging garbage item,old cardboard packag garbag item,0,1,0,0,0,0,0
waste_dataset/trash/000293.jpg,general waste material discarded,trash,000293.jpg,trash,4,32,4,general waste material discarded,gener wast materi discard,5,0,0,0,0,0,1
waste_dataset/cardboard/000169.jpg,cardboard material discarded in bin,cardboard,000169.jpg,cardboard,5,35,5,cardboard material discarded bin,cardboard materi discard bin,0,1,0,0,0,0,0
waste_dataset/cardboard/000112.jpg,cardboard material discarded in bin,cardboard,000112.jpg,cardboard,5,35,5,cardboard material discarded bin,cardboard materi discard bin,0,1,0,0,0,0,0
waste_dataset/trash/000417.jpg,random waste item in trash bin,trash,000417.jpg,trash,6,30,6,random waste item trash bin,random wast item trash bin,5,0,0,0,0,0,1
waste_dataset/paper/000073.jpg,used newspaper or paper in trash bin,paper,000073.jpg,paper,7,36,7,used newspaper paper trash bin,use newspap paper trash bin,3,0,0,0,1,0,0
waste_dataset/paper/000088.jpg,a crumpled piece of paper waste,paper,000088.jpg,paper,6,31,6,crumpled piece paper waste,crumpl piec paper wast,3,0,0,0,1,0,0
waste_dataset/trash/000391.jpg,general trash item discarded,trash,000391.jpg,trash,4,28,4,general trash item discarded,gener trash item discard,5,0,0,0,0,0,1
waste_dataset/cardboard/000195.jpg,cardboard material discarded in bin,cardboard,000195.jpg,cardboard,5,35,5,cardboard material discarded bin,cardboard materi discard bin,0,1,0,0,0,0,0
